Authors,Author full names,Author(s) ID,Title,Planet,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Country of Origin,Institution,Affiliations,Authors with affiliations,Funding Texts,Funding Source,Publisher,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
Kumar M.; Tewari A.,"Kumar, Mrinal (34979980000); Tewari, Ashish (7102448171)",34979980000; 7102448171,Trajectory and attitude simulation for aerocapture and aerobraking,Generic,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,2,,AIAA-2004-5284,1324,1340,16,0,10.2514/6.2004-5284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644374350&doi=10.2514%2f6.2004-5284&partnerID=40&md5=bb3d2adf6c0145da6c5750d0c67bfb09,India,"Indian Institute of Tech., Kanpur","Indian Institute of Technology, Kanpur 208016, India; Department of Aerospace Engineering, India","Kumar M., Indian Institute of Technology, Kanpur 208016, India, Department of Aerospace Engineering, India; Tewari A., Indian Institute of Technology, Kanpur 208016, India, Department of Aerospace Engineering, India",,NA,American Institute of Aeronautics and Astronautics Inc.,English,Conference paper,Final,,Scopus,2-s2.0-19644374350
Lyons D.T.; Johnson W.R.,"Lyons, Daniel T. (7202511068); Johnson, Wyatt R. (7404848873)",7202511068; 7404848873,Ballute aerocapture trajectories at Neptune,Neptune,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,2,,AIAA-2004-5181,1090,1102,12,18,10.2514/6.2004-5181,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644365483&doi=10.2514%2f6.2004-5181&partnerID=40&md5=dcb649cbac8ac7bcd9554ba27bc043df,United States,NASA Jet Propulsion Laboratory,"California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA 91109, United States","Lyons D.T., California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA 91109, United States; Johnson W.R., California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA 91109, United States",,NASA,American Institute of Aeronautics and Astronautics Inc.,English,Conference paper,Final,,Scopus,2-s2.0-19644365483
Masciarelli J.P.; Westhelle C.H.; Graves C.A.,"Masciarelli, James P. (8420222600); Westhelle, Carlos H. (8366238600); Graves, Claude A. (8919292100)",8420222600; 8366238600; 8919292100,Aerocapture guidance performance for the Neptune orbiter,Neptune,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,1,,AIAA 2004-4954,695,703,8,19,10.2514/6.2004-4954,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644368475&doi=10.2514%2f6.2004-4954&partnerID=40&md5=6af9a704f22c4806bc5a9eb276904084,United States,NASA Johnson Space Center,"NASA Johnson Space Center, Houston, TX 77058, United States; Aeroscience and Flight Mechanics Division, United States; Ball Aerospace, United States; Advanced Development Office","Masciarelli J.P., NASA Johnson Space Center, Houston, TX 77058, United States, Aeroscience and Flight Mechanics Division, United States, Ball Aerospace, United States; Westhelle C.H., NASA Johnson Space Center, Houston, TX 77058, United States, Aeroscience and Flight Mechanics Division, United States; Graves C.A., NASA Johnson Space Center, Houston, TX 77058, United States, Advanced Development Office",,NA,American Institute of Aeronautics and Astronautics Inc.,English,Conference paper,Final,,Scopus,2-s2.0-19644368475
Jits R.Y.; Walberg G.D.,"Jits, Roman Y. (7801609780); Walberg, Gerald D. (6602466046)",7801609780; 6602466046,"Blended control, predictor-corrector guidance algorithm: An enabling technology for Mars aerocapture",Mars,2004,Acta Astronautica,54,6,,385,398,13,30,10.1016/S0094-5765(03)00159-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347655001&doi=10.1016%2fS0094-5765%2803%2900159-0&partnerID=40&md5=74b8063bddfc58839b7c032272e0434e,United States,NASA Ames Research Center,"NASA Ames Research Center, Moffett Field, CA 94035, United States; Walberg Aerospace, Hampton, VA 23695, United States","Jits R.Y., NASA Ames Research Center, Moffett Field, CA 94035, United States; Walberg G.D., Walberg Aerospace, Hampton, VA 23695, United States",,NASA,,English,Article,Final,,Scopus,2-s2.0-0347655001
Hanak C.; Bishop R.H.,"Hanak, Chad (8393184900); Bishop, Robert H. (7201523894)",8393184900; 7201523894,Aerocapture at Titan and Neptune: Navigation sensitivity study,Titan,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,2,,AIAA-2004-5180,1076,1089,13,5,10.2514/6.2004-5180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644370833&doi=10.2514%2f6.2004-5180&partnerID=40&md5=05a251eecd78b15025203d99af3f93ce,United States,"Univ. of Texas, Austin","University of Texas at Austin, Austin, TX 78712, United States; Department of Aerospace Engineering and Engineering Mechanics, United States","Hanak C., University of Texas at Austin, Austin, TX 78712, United States, Department of Aerospace Engineering and Engineering Mechanics, United States; Bishop R.H., University of Texas at Austin, Austin, TX 78712, United States, Department of Aerospace Engineering and Engineering Mechanics, United States",,NA,American Institute of Aeronautics and Astronautics Inc.,English,Conference paper,Final,,Scopus,2-s2.0-19644370833
Hatta S.; Aso S.; Ridanto E.P.; Hirayama H.; Yasaka T.,"Hatta, Shinji (56273874300); Aso, Shigeru (7006137078); Ridanto, Eko Poetro (6504245001); Hirayama, Hiroshi (35847658400); Yasaka, Tetsuo (7005801010)",56273874300; 7006137078; 6504245001; 35847658400; 7005801010,A study on aerodynamic heating at Jovian atmospheric aerocapture. I,Jupiter,2004,"Memoirs of the Faculty of Engineering, Kyushu University",64,1,,35,41,6,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042642495&partnerID=40&md5=e28db4c424fdcfd48bcbdcb35ec0e5d9,Japan,Kyushu Univ.,Dept. of Aeronautics/Astronautics,"Hatta S., Dept. of Aeronautics/Astronautics; Aso S., Dept. of Aeronautics/Astronautics; Ridanto E.P., Dept. of Aeronautics/Astronautics; Hirayama H., Dept. of Aeronautics/Astronautics; Yasaka T., Dept. of Aeronautics/Astronautics",,NA,,English,Article,Final,,Scopus,2-s2.0-3042642495
Cazaux C.; Naderi F.; Whetsel C.; Beaty D.; Gershman B.; Kornfeld R.; Mitcheltree B.; Sackheim B.,"Cazaux, Christian (7003736470); Naderi, Firouz (6603561155); Whetsel, Charles (6506703636); Beaty, Dave (6701503489); Gershman, Bob (6602866600); Kornfeld, Richard (7004664860); Mitcheltree, Bob (6503941850); Sackheim, Bob (6505569607)",7003736470; 6603561155; 6506703636; 6701503489; 6602866600; 7004664860; 6503941850; 6505569607,The NASA/CNES Mars sample return - A status report,Mars,2004,Acta Astronautica,54,8,,601,617,16,14,10.1016/j.actaastro.2003.07.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346498036&doi=10.1016%2fj.actaastro.2003.07.001&partnerID=40&md5=b3dae40feb04f5a3cdfa2e0e664aa5ba,France,CNES,"Centre National d'Etudes Spatiales, Toulouse 31055, 18 Avenue Edouard Belin, France; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; NASA Langley Research Center, United States; NASA Marshall Space Flight Center, United States","Cazaux C., Centre National d'Etudes Spatiales, Toulouse 31055, 18 Avenue Edouard Belin, France; Naderi F., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Whetsel C., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Beaty D., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Gershman B., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Kornfeld R., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Mitcheltree B., NASA Langley Research Center, United States; Sackheim B., NASA Marshall Space Flight Center, United States",,NASA,,English,Article,Final,,Scopus,2-s2.0-0346498036
Lockwood M.K.,"Lockwood, Mary Kae (7101631681)",7101631681,Neptune aerocapture systems analysis,Neptune,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,1,,AIAA 2004-4951,660,675,15,37,10.2514/6.2004-4951,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644389863&doi=10.2514%2f6.2004-4951&partnerID=40&md5=e5afc600fc1a9799d98f55e0a948c5b9,United States,NASA Langley Research Center,"NASA Langley Research Center, Hampton, VA 23681-2199, United States; NASA Langley Research Center, United States","Lockwood M.K., NASA Langley Research Center, Hampton, VA 23681-2199, United States, NASA Langley Research Center, United States",,NASA,American Institute of Aeronautics and Astronautics Inc.,English,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-19644389863
Wright M.J.; Bose D.; Olejniczak J.,"Wright, Michael J. (7401558933); Bose, Deepak (57213492051); Olejniczak, Joe (7003404508)",7401558933; 57213492051; 7003404508,The impact of flowfield-radiation coupling on aeroheating for titan aerocapture,Titan,2004,AIAA Paper,,,,1109,1123,14,29,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942733331&partnerID=40&md5=11e9ce3ffd772f2479823beb2fd5272a,United States,NASA Ames Research Center,"NASA Ames Research Center, Moffett Field, CA 94035, United States; ELORET Corporation, Sunnyvale, CA 94087, United States; NASA Ames Research Center, United States; Reacting Flow Environments Branch, United States","Wright M.J., NASA Ames Research Center, Moffett Field, CA 94035, United States, Reacting Flow Environments Branch, United States; Bose D., ELORET Corporation, Sunnyvale, CA 94087, United States, Reacting Flow Environments Branch, United States; Olejniczak J., NASA Ames Research Center, United States, Reacting Flow Environments Branch, United States",,NASA,,English,Conference paper,Final,,Scopus,2-s2.0-2942733331
Olejniczak J.; Prabhu D.; Bose D.; Wright M.J.,"Olejniczak, Joseph (7003404508); Prabhu, Dinesh (7003786406); Bose, Deepak (57213492051); Wright, Michael J. (7401558933)",7003404508; 7003786406; 57213492051; 7401558933,Aeroheating analysis for the afterbody of a titan probe,Titan,2004,AIAA Paper,,,,1138,1150,12,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942703923&partnerID=40&md5=d8d52973b92c48d41e788be9f181d8a4,United States,NASA Ames Research Center,"NASA Ames Research Center, Moffett Field, CA 94035, United States; ELORET Corp., Sunnyvale, CA 94087, 690 W. Fremont Ave., United States; Reacting Flow Environments Branch, United States","Olejniczak J., NASA Ames Research Center, Moffett Field, CA 94035, United States, Reacting Flow Environments Branch, United States; Prabhu D., ELORET Corp., Sunnyvale, CA 94087, 690 W. Fremont Ave., United States; Bose D., ELORET Corp., Sunnyvale, CA 94087, 690 W. Fremont Ave., United States; Wright M.J., NASA Ames Research Center, Moffett Field, CA 94035, United States, Reacting Flow Environments Branch, United States",,NASA,,English,Conference paper,Final,,Scopus,2-s2.0-2942703923
Eric Dyke R.; Hrinda G.A.,"Eric Dyke, R. (8403495900); Hrinda, Glenn A. (8403496000)",8403495900; 8403496000,Structural design for a Neptune aerocapture mission,Neptune,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,2,,AIAA-2004-5179,1063,1075,12,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644399352&partnerID=40&md5=95afe148c466d2cef312bb86cab0697f,United States,NASA Langley Research Center,"Swales Aerospace, NASA Langley Research Center, Hampton, VA 23681, United States; NASA Langley Research Center, Hampton, VA 23681, United States; Swales Aerospace/Vehicle Analysis Branch, MS360, United States; Vehicle Analysis Branch, Aerospace Systems Concepts and Analysis Competency, MS353X, United States","Eric Dyke R., Swales Aerospace, NASA Langley Research Center, Hampton, VA 23681, United States, Swales Aerospace/Vehicle Analysis Branch, MS360, United States; Hrinda G.A., NASA Langley Research Center, Hampton, VA 23681, United States, Vehicle Analysis Branch, Aerospace Systems Concepts and Analysis Competency, MS353X, United States",,NASA,,English,Conference paper,Final,,Scopus,2-s2.0-19644399352
Laub B.; Chen Y.K.,"Laub, B. (6603549631); Chen, Y.K. (10439691200)",6603549631; 10439691200,TPS challenges for Neptune aerocapture,Neptune,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,2,,AIAA-2004-5178,1052,1062,10,11,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644391740&partnerID=40&md5=04615638218428c38455e5344556ab1e,United States,NASA Ames Research Center,"NASA Ames Research Center, Moffett Field, CA 94035, United States; Thermal Protection Materials and Systems Branch, United States","Laub B., NASA Ames Research Center, Moffett Field, CA 94035, United States, Thermal Protection Materials and Systems Branch, United States; Chen Y.K., NASA Ames Research Center, Moffett Field, CA 94035, United States, Thermal Protection Materials and Systems Branch, United States",,NASA,,English,Conference paper,Final,,Scopus,2-s2.0-19644391740
Johnson W.R.; Lyons D.T.,"Johnson, Wyatt R. (7404848873); Lyons, Dan T. (7202511068)",7404848873; 7202511068,Titan ballute aerocapture using a perturbed TitanGRAM model,Titan,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,2,,AIAA-2004-5280,1304,1315,11,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644363053&partnerID=40&md5=17f10422c88f4e0b6277eaad8910b981,United States,NASA Jet Propulsion Laboratory,"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Mission Design and Navigation, Pasadena, CA 91109-8099, 4800 Oak Grove Dr., United States","Johnson W.R., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States, Mission Design and Navigation, Pasadena, CA 91109-8099, 4800 Oak Grove Dr., United States; Lyons D.T., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States, Mission Design and Navigation, Pasadena, CA 91109-8099, 4800 Oak Grove Dr., United States",,NASA,,English,Conference paper,Final,,Scopus,2-s2.0-19644363053
Hollis B.R.; Wright M.J.; Olejniczak J.; Takashima N.; Sutton K.; Prabhu D.,"Hollis, Brian R. (57206291609); Wright, Michael J. (7401558933); Olejniczak, Joseph (7003404508); Takashima, Naruhisa (8352726900); Sutton, Kenneth (7006745674); Prabhu, Dinesh (7003786406)",57206291609; 7401558933; 7003404508; 8352726900; 7006745674; 7003786406,Preliminary convective-radiative heating environments for a Neptune aerocapture mission,Neptune,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,2,,AIAA-2004-5177,1040,1051,11,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644396907&partnerID=40&md5=ec9aec38e1480bbb3bf2ace11f127778,United States,NASA Langley Research Center,"NASA Langley Research Center, Hampton, VA 23681, United States; NASA Ames Research Center, Moffett Field, CA 94035, United States; AMA Inc., Hampton, VA 23666, United States; National Institute of Aerospace, Hampton, VA 23666, United States; ELORET Corp., Sunnyvale, CA 94087, United States","Hollis B.R., NASA Langley Research Center, Hampton, VA 23681, United States; Wright M.J., NASA Ames Research Center, Moffett Field, CA 94035, United States; Olejniczak J., NASA Ames Research Center, Moffett Field, CA 94035, United States; Takashima N., AMA Inc., Hampton, VA 23666, United States; Sutton K., National Institute of Aerospace, Hampton, VA 23666, United States; Prabhu D., ELORET Corp., Sunnyvale, CA 94087, United States",,NASA,,English,Conference paper,Final,,Scopus,2-s2.0-19644396907
Justus C.G.; Duvall A.L.; Keller V.W.,"Justus, C.G. (7004393577); Duvall, Aleta L. (7005613583); Keller, Vernon W. (7006564811)",7004393577; 7005613583; 7006564811,Atmospheric models for aerocapture systems studies,Generic,2004,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,1,,AIAA 2004-4952,676,682,6,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19644386277&partnerID=40&md5=13931f9509982f16646ffb4fe7c9ca99,United States,NASA Marshall Space Flight Center,"NASA MSFC ED44, Morgan Research, Marshall Space Flight Center, AL 35812, United States; NASA MSFC ED44, Marshall Space Flight Center, AL 35812, United States; Environments Group, MSFC ED44, Morgan Research, United States; Environments Group, MSFC ED44","Justus C.G., NASA MSFC ED44, Morgan Research, Marshall Space Flight Center, AL 35812, United States, Environments Group, MSFC ED44, Morgan Research, United States; Duvall A.L., NASA MSFC ED44, Morgan Research, Marshall Space Flight Center, AL 35812, United States, Environments Group, MSFC ED44, Morgan Research, United States; Keller V.W., NASA MSFC ED44, Marshall Space Flight Center, AL 35812, United States, Environments Group, MSFC ED44",,NASA,,English,Conference paper,Final,,Scopus,2-s2.0-19644386277
Vasile M.,"Vasile, Massimiliano (7006474506)",7006474506,Robustness optimisation of aerocapture trajectory design using a hybrid co-evolutionary approach,Generic,2004,"European Space Agency, (Special Publication) ESA SP",,548,,601,606,5,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844466213&partnerID=40&md5=7c5f24a1b4b65d9241f0ace94964a936,Italy,Politecnico di Milano,"Department of Aerospace Engineering, Politecnico di Milano, 20156, Milano, via La Masa 34, Italy","Vasile M., Department of Aerospace Engineering, Politecnico di Milano, 20156, Milano, via La Masa 34, Italy",,NA,,English,Conference paper,Final,,Scopus,2-s2.0-23844466213
